;SYMBOL;MAP;chromosome_name
ENSG00000101751;POLI;18q21.2;18
ENSG00000122008;POLK;5q13.3;5
ENSG00000166169;POLL;10q24.32;10
ENSG00000122678;POLM;7p13;7
ENSG00000130997;POLN;4p16.3;4
ENSG00000051341;POLQ;3q13.33;3
ENSG00000068654;POLR1A;2p11.2;2
ENSG00000125630;POLR1B;2q14.1;2
ENSG00000171453;POLR1C;6p21.1;6
ENSG00000186184;POLR1D;13q12.2;13
ENSG00000137054;POLR1E;9p13.2;9
ENSG00000105849;POLR1F;7p21.1;7
ENSG00000117877;POLR1G;19q13.32;19
ENSG00000066379;POLR1H;6p22.1;6
ENSG00000204623;POLR1HASP;6p22.1;6
ENSG00000181222;POLR2A;17p13.1;17
ENSG00000047315;POLR2B;4q12;4
ENSG00000102978;POLR2C;16q21;16
ENSG00000144231;POLR2D;2q14.3;2
ENSG00000244565;POLR2DP2;7q31.2;7
ENSG00000099817;POLR2E;19p13.3;19
ENSG00000100142;POLR2F;22q13.1;22
ENSG00000168002;POLR2G;11q12.3;11
ENSG00000163882;POLR2H;3q27.1;3
ENSG00000105258;POLR2I;19q13.12;19
ENSG00000005075;POLR2J;7q22.1;7
ENSG00000228049;POLR2J2;7q22.1;7
ENSG00000285437;POLR2J3;7q22.1;7
ENSG00000168255;POLR2J3-UPK3BL2;NA;7
ENSG00000214783;POLR2J4;7p13;7
ENSG00000147669;POLR2K;8q22.2;8
ENSG00000177700;POLR2L;11p15.5;11
ENSG00000238211;POLR2LP1;6p21.33;6
ENSG00000255529;POLR2M;15q21.3;15
ENSG00000148606;POLR3A;10q22.3;10
ENSG00000013503;POLR3B;12q23.3;12
ENSG00000186141;POLR3C;1q21.1;1
ENSG00000168495;POLR3D;8p21.3;8
ENSG00000214626;POLR3DP1;10q22.2;10
ENSG00000058600;POLR3E;16p12.2;16
ENSG00000132664;POLR3F;20p11.23;20
ENSG00000113356;POLR3G;5q14.3;5
ENSG00000121851;POLR3GL;1q21.1;1
ENSG00000100413;POLR3H;22q13.2;22
ENSG00000161980;POLR3K;16p13.3;16
ENSG00000099821;POLRMT;19p13.3;19
ENSG00000266066;POLRMTP1;17q23.2;17
ENSG00000196313;POM121;7q11.23;7
ENSG00000272391;POM121C;7q11.23;7
ENSG00000221900;POM121L12;7p12.1;7
ENSG00000236339;POM121L13P;13q12.3;13
ENSG00000161103;POM121L15P;22q11.21;22
ENSG00000158553;POM121L2;6p22.1;6
ENSG00000167390;POM121L3P;20p11.21;20
ENSG00000128262;POM121L9P;22q11.23;22
ENSG00000115138;POMC;2p23.3;2
ENSG00000085998;POMGNT1;1p34.1;1
ENSG00000144647;POMGNT2;3p22.1;3
ENSG00000185900;POMK;8p11.21;8
ENSG00000132963;POMP;13q12.3;13
ENSG00000236870;POMPP1;Xq21.1;X
ENSG00000130714;POMT1;9q34.13;9
ENSG00000009830;POMT2;14q24.3;14
ENSG00000146707;POMZP3;7q11.23;7
ENSG00000005421;PON1;7q21.3;7
ENSG00000105854;PON2;7q21.3;7
ENSG00000105852;PON3;7q21.3;7
ENSG00000104356;POP1;8q22.2;8
ENSG00000105171;POP4;19q12;19
ENSG00000167272;POP5;12q24.31;12
ENSG00000172336;POP7;7q22.1;7
ENSG00000121577;POPDC2;3q13.33;3
ENSG00000132429;POPDC3;6q21;6
ENSG00000127948;POR;7q11.23;7
ENSG00000102312;PORCN;Xp11.23;X
ENSG00000224292;PORCN-DT;Xp11.23;X
ENSG00000133110;POSTN;13q13.3;13
ENSG00000128513;POT1;7q31.33;7
ENSG00000224897;POT1-AS1;7q31.33;7
ENSG00000188877;POTEA;8p11.1;8
ENSG00000233917;POTEB;15q11.2;15
ENSG00000230031;POTEB2;15q11.2;15
ENSG00000278522;POTEB3;15q11.2;15
ENSG00000183206;POTEC;18p11.21;18
ENSG00000166351;POTED;21q11.2;21
ENSG00000188219;POTEE;2q21.1;2
ENSG00000196604;POTEF;2q21.1;2
ENSG00000187537;POTEG;14q11.2;14
ENSG00000198062;POTEH;22q11.1;22
ENSG00000196834;POTEI;2q21.1;2
ENSG00000222038;POTEJ;2q21.1;2
ENSG00000222036;POTEM;14q11.2;14
ENSG00000064835;POU1F1;3p11.2;3
ENSG00000110777;POU2AF1;11q23.1;11
ENSG00000150750;POU2AF2;11q23.1;11
ENSG00000214290;POU2AF3;11q23.1;11
ENSG00000143190;POU2F1;1q24.2;1
ENSG00000028277;POU2F2;19q13.2;19
ENSG00000137709;POU2F3;11q23.3;11
ENSG00000185668;POU3F1;1p34.3;1
ENSG00000184486;POU3F2;6q16.1;6
ENSG00000198914;POU3F3;2q12.1;2
ENSG00000196767;POU3F4;Xq21.1;X
ENSG00000152192;POU4F1;13q31.1;13
ENSG00000151615;POU4F2;4q31.22;4
ENSG00000091010;POU4F3;5q32;5
ENSG00000204531;POU5F1;6p21.33;6
ENSG00000212993;POU5F1B;8q24.21;8
ENSG00000235602;POU5F1P3;12p13.31;12
ENSG00000237872;POU5F1P4;1q22;1
ENSG00000242551;POU5F1P6;3q21.3;3
ENSG00000248483;POU5F2;5q15;5
ENSG00000184271;POU6F1;12q13.13;12
ENSG00000106536;POU6F2;7p14.1;7
ENSG00000224122;POU6F2-AS1;7p14.1;7
ENSG00000226757;PP12613;4q27;4
ENSG00000183977;PP2D1;3p24.3;3
ENSG00000188242;PP7080;5p15.33;5
ENSG00000180817;PPA1;10q22.1;10
ENSG00000138777;PPA2;4q24;4
ENSG00000130810;PPAN;19p13.2;19
ENSG00000243207;PPAN-P2RY11;19p13.2;19
ENSG00000186951;PPARA;22q13.31;22
ENSG00000112033;PPARD;6p21.31;6
ENSG00000132170;PPARG;3p25.2;3
ENSG00000109819;PPARGC1A;4p15.2;4
ENSG00000155846;PPARGC1B;5q32;5
ENSG00000128059;PPAT;4q12;4
ENSG00000241293;PPATP1;3p12.1;3
ENSG00000271433;PPATP2;Xq21.1;X
ENSG00000163736;PPBP;4q13.3;4
ENSG00000248848;PPBPP2;4q13.3;4
ENSG00000138621;PPCDC;15q24.2;15
ENSG00000127125;PPCS;1p34.2;1
ENSG00000125534;PPDPF;20q13.33;20
ENSG00000168333;PPDPFL;8q11.21;8
ENSG00000086717;PPEF1;Xp22.13;X
ENSG00000156194;PPEF2;4q21.1;4
ENSG00000131626;PPFIA1;11q13.3;11
ENSG00000271639;PPFIA1P1;2q37.1;2
ENSG00000139220;PPFIA2;12q21.31;12
ENSG00000257467;PPFIA2-AS1;12q21.31;12
ENSG00000177380;PPFIA3;19q13.33;19
ENSG00000143847;PPFIA4;1q32.1;1
ENSG00000110841;PPFIBP1;12p11.23-p11.22;12
ENSG00000166387;PPFIBP2;11p15.4;11
ENSG00000134283;PPHLN1;12q12;12
ENSG00000196262;PPIA;7p13;7
ENSG00000263353;PPIAL4A;1p11.2;1
ENSG00000288867;PPIAL4C;1q21.2;1
ENSG00000289549;PPIAL4D;1q21.1;1
ENSG00000271567;PPIAL4E;1q21.1;1
ENSG00000279782;PPIAL4F;1q21.1;1
ENSG00000236334;PPIAL4G;1q21.2;1
ENSG00000270339;PPIAL4H;1q21.1;1
ENSG00000224530;PPIAP10;20q13.2;20
ENSG00000225622;PPIAP17;20p12.1;20
ENSG00000235686;PPIAP20;19p13.2;19
ENSG00000150276;PPIAP26;13q14.3;13
ENSG00000234363;PPIAP27;13q12.11;13
ENSG00000226633;PPIAP28;13q12.11;13
ENSG00000206448;PPIAP30;10p13;10
ENSG00000236872;PPIAP36;1p34.1;1
ENSG00000226003;PPIAP37;1q23.3;1
ENSG00000233477;PPIAP38;10q25.1;10
ENSG00000230018;PPIAP39;10q25.3;10
ENSG00000254463;PPIAP41;11p11.2;11
ENSG00000258118;PPIAP44;12p11.21;12
ENSG00000258116;PPIAP45;12q13.11;12
ENSG00000260266;PPIAP46;15q24.1;15
ENSG00000260471;PPIAP49;16q23.1;16
ENSG00000261330;PPIAP50;16q23.1;16
ENSG00000260229;PPIAP51;16q23.2;16
ENSG00000270606;PPIAP52;17p13.1;17
ENSG00000266809;PPIAP57;18q11.2;18
ENSG00000267258;PPIAP58;19q12;19
ENSG00000231570;PPIAP63;2p16.1;2
ENSG00000236259;PPIAP64;2p14;2
ENSG00000233428;PPIAP65;2q21.1;2
ENSG00000237260;PPIAP67;2q31.1;2
ENSG00000213739;PPIAP68;2q33.3;2
ENSG00000228337;PPIAP69;3p21.2;3
ENSG00000271131;PPIAP75;3q26.32;3
ENSG00000250484;PPIAP76;4q28.1;4
ENSG00000242978;PPIAP83;7q35;7
ENSG00000254152;PPIAP84;8p12;8
ENSG00000213873;PPIAP86;8q13.1;8
ENSG00000227350;PPIAP88;9q31.2;9
ENSG00000234557;PPIAP90;Xq22.1;X
ENSG00000228728;PPIAP91;Xq28;X
ENSG00000227847;PPIAP93;7q31.33;7
ENSG00000166794;PPIB;15q22.31;15
ENSG00000168938;PPIC;5q23.2;5
ENSG00000171497;PPID;4q32.1;4
ENSG00000084072;PPIE;1p34.2;1
ENSG00000243970;PPIEL;1p34.3;1
ENSG00000108179;PPIF;10q22.3;10
ENSG00000138398;PPIG;2q31.1;2
ENSG00000270442;PPIGP1;5q33.2;5
ENSG00000171960;PPIH;1p34.2;1
ENSG00000137168;PPIL1;6p21.2;6
ENSG00000100023;PPIL2;22q11.21-q11.22;22
ENSG00000240344;PPIL3;2q33.1;2
ENSG00000131013;PPIL4;6q25.1;6
ENSG00000185250;PPIL6;6q21;6
ENSG00000168781;PPIP5K1;15q15.3;15
ENSG00000145725;PPIP5K2;5q21.1;5
ENSG00000118898;PPL;16p13.3;16
ENSG00000100614;PPM1A;14q23.1;14
ENSG00000250483;PPM1AP1;8p22;8
ENSG00000138032;PPM1B;2p21;2
ENSG00000170836;PPM1D;17q23.2;17
ENSG00000175175;PPM1E;17q22;17
ENSG00000100034;PPM1F;22q11.22;22
ENSG00000115241;PPM1G;2p23.3;2
ENSG00000111110;PPM1H;12q14.1-q14.2;12
ENSG00000155367;PPM1J;1p13.2;1
ENSG00000163644;PPM1K;4q22.1;4
ENSG00000246375;PPM1K-DT;4q22.1;4
ENSG00000163590;PPM1L;3q25.33-q26.1;3
ENSG00000164088;PPM1M;3p21.2;3
ENSG00000213889;PPM1N;19q13.32;19
ENSG00000214517;PPME1;11q13.4;11
ENSG00000143224;PPOX;1q23.3;1
ENSG00000172531;PPP1CA;11q13.2;11
ENSG00000213639;PPP1CB;2p23.2;2
ENSG00000186298;PPP1CC;12q24.11;12
ENSG00000204569;PPP1R10;6p21.33;6
ENSG00000255352;PPP1R10P1;11q24.3;11
ENSG00000204619;PPP1R11;6p22.1;6
ENSG00000231765;PPP1R11P2;Xp11.21;X
ENSG00000058272;PPP1R12A;12q21.2-q21.31;12
ENSG00000077157;PPP1R12B;1q32.1;1
ENSG00000229238;PPP1R12BP1;Yq11.23;Y
ENSG00000205936;PPP1R12BP2;Yq11.223;Y
ENSG00000125503;PPP1R12C;19q13.42;19
ENSG00000088808;PPP1R13B;14q32.33;14
ENSG00000258735;PPP1R13B-DT;14q32.33;14
ENSG00000104881;PPP1R13L;19q13.32;19
ENSG00000167641;PPP1R14A;19q13.2;19
ENSG00000173457;PPP1R14B;11q13.1;11
ENSG00000256940;PPP1R14B-AS1;11q13.1;11
ENSG00000198729;PPP1R14C;6q25.1;6
ENSG00000166143;PPP1R14D;15q15.1;15
ENSG00000087074;PPP1R15A;19q13.33;19
ENSG00000158615;PPP1R15B;1q32.1;1
ENSG00000160972;PPP1R16A;8q24.3;8
ENSG00000101445;PPP1R16B;20q11.23;20
ENSG00000106341;PPP1R17;7p14.3;7
ENSG00000146112;PPP1R18;6p21.33;6
ENSG00000135447;PPP1R1A;12q13.2;12
ENSG00000255255;PPP1R1AP1;11q13.5;11
ENSG00000131771;PPP1R1B;17q12;17
ENSG00000150722;PPP1R1C;2q31.3-q32.1;2
ENSG00000184203;PPP1R2;3q29;3
ENSG00000162869;PPP1R21;2p16.3;2
ENSG00000196422;PPP1R26;9q34.3;9
ENSG00000225361;PPP1R26-AS1;9q34.3;9
ENSG00000238086;PPP1R26P1;13q14.2;13
ENSG00000273643;PPP1R26P2;22q11.21;22
ENSG00000182676;PPP1R27;17q25.3;17
ENSG00000231989;PPP1R2B;5q33.3;5
ENSG00000102055;PPP1R2C;Xp11.3;X
ENSG00000162148;PPP1R32;11q12.2;11
ENSG00000160813;PPP1R35;7q22.1;7
ENSG00000165807;PPP1R36;14q23.3;14
ENSG00000104866;PPP1R37;19q13.32;19
ENSG00000154415;PPP1R3A;7q31.1;7
ENSG00000173281;PPP1R3B;8p23.1;8
ENSG00000119938;PPP1R3C;10q23.32;10
ENSG00000132825;PPP1R3D;20q13.33;20
ENSG00000235194;PPP1R3E;14q11.2;14
ENSG00000049769;PPP1R3F;Xp11.23;X
ENSG00000219607;PPP1R3G;6p25.1;6
ENSG00000178125;PPP1R42;8q13.1;8
ENSG00000115685;PPP1R7;2q37.3;2
ENSG00000117751;PPP1R8;1p35.3;1
ENSG00000224986;PPP1R8P1;1p33;1
ENSG00000158528;PPP1R9A;7q21.3;7
ENSG00000108819;PPP1R9B;17q21.33;17
ENSG00000113575;PPP2CA;5q31.1;5
ENSG00000104695;PPP2CB;8p12;8
ENSG00000105568;PPP2R1A;19q13.41;19
ENSG00000137713;PPP2R1B;11q23.1;11
ENSG00000221914;PPP2R2A;8p21.2;8
ENSG00000156475;PPP2R2B;5q32;5
ENSG00000249553;PPP2R2B-IT1;5q32;5
ENSG00000074211;PPP2R2C;4p16.1;4
ENSG00000175470;PPP2R2D;10q26.3;10
ENSG00000073711;PPP2R3A;3q22.2-q22.3;3
ENSG00000167393;PPP2R3B;X;X
ENSG00000092020;PPP2R3C;14q13.2;14
ENSG00000066027;PPP2R5A;1q32.3;1
ENSG00000068971;PPP2R5B;11q13.1;11
ENSG00000078304;PPP2R5C;14q32.31;14
ENSG00000239557;PPP2R5CP;3p21.1;3
ENSG00000112640;PPP2R5D;6p21.1;6
ENSG00000154001;PPP2R5E;14q23.2;14
ENSG00000138814;PPP3CA;4q24;4
ENSG00000107758;PPP3CB;10q22.2;10
ENSG00000221817;PPP3CB-AS1;10q22.2;10
ENSG00000120910;PPP3CC;8p21.3;8
ENSG00000221823;PPP3R1;2p14;2
ENSG00000188386;PPP3R2;9q31.1;9
ENSG00000149923;PPP4C;16p11.2;16
ENSG00000154845;PPP4R1;18p11.22;18
ENSG00000263627;PPP4R1-AS1;18p11.22;18
ENSG00000163605;PPP4R2;3p13;3
ENSG00000100796;PPP4R3A;14q32.12;14
ENSG00000275052;PPP4R3B;2p16.1;2
ENSG00000224960;PPP4R3C;Xp21.3;X
ENSG00000119698;PPP4R4;14q32.12-q32.13;14
ENSG00000011485;PPP5C;19q13.32;19
ENSG00000230510;PPP5D1P;19q13.32;19
ENSG00000119414;PPP6C;9q33.3;9
ENSG00000105063;PPP6R1;19q13.42;19
ENSG00000100239;PPP6R2;22q13.33;22
ENSG00000110075;PPP6R3;11q13.2;11
ENSG00000148840;PPRC1;10q24.32;10
ENSG00000131238;PPT1;1p34.2;1
ENSG00000221988;PPT2;6p21.32;6
ENSG00000258388;PPT2-EGFL8;6p21.32;6
ENSG00000196850;PPTC7;12q24.11;12
ENSG00000113593;PPWD1;5q12.3;5
ENSG00000108849;PPY;17q21.31;17
ENSG00000265060;PPY2P;17q11.2;17
ENSG00000102103;PQBP1;Xp11.23;X
ENSG00000159182;PRAC1;17q21.32;17
ENSG00000229637;PRAC2;17q21.32;17
ENSG00000135617;PRADC1;2p13.2;2
ENSG00000243279;PRAF2;Xp11.23;X
ENSG00000275342;PRAG1;8p23.1;8
ENSG00000133246;PRAM1;19p13.2;19
ENSG00000185686;PRAME;22q11.22;22
ENSG00000116721;PRAMEF1;1p36.21;1
ENSG00000187545;PRAMEF10;1p36.21;1
ENSG00000239810;PRAMEF11;1p36.21;1
ENSG00000116726;PRAMEF12;1p36.21;1
ENSG00000279169;PRAMEF13;1p36.21;1
ENSG00000204481;PRAMEF14;1p36.21;1
ENSG00000204501;PRAMEF15;1p36.21;1
ENSG00000204479;PRAMEF17;1p36.21;1
ENSG00000279804;PRAMEF18;1p36.21;1
ENSG00000204480;PRAMEF19;1p36.21;1
ENSG00000120952;PRAMEF2;1p36.21;1
ENSG00000204478;PRAMEF20;1p36.21;1
ENSG00000229571;PRAMEF25;1p36.21;1
ENSG00000280267;PRAMEF26;1p36.21;1
ENSG00000274764;PRAMEF27;1p36.21;1
ENSG00000274178;PRAMEF28P;1p36.21;1
ENSG00000250894;PRAMEF31P;1p36.21;1
ENSG00000237700;PRAMEF33;1p36.21;1
ENSG00000236179;PRAMEF35P;1p36.21;1
ENSG00000243073;PRAMEF4;1p36.21;1
ENSG00000270601;PRAMEF5;1p36.21;1
ENSG00000232423;PRAMEF6;1p36.21;1
ENSG00000204510;PRAMEF7;1p36.21;1
ENSG00000182330;PRAMEF8;1p36.21;1
ENSG00000204505;PRAMEF9;1p36.21;1
ENSG00000197549;PRAMENP;22q11.22;22
ENSG00000257815;PRANCR;12q15;12
ENSG00000165828;PRAP1;10q26.3;10
ENSG00000251655;PRB1;12p13.2;12
ENSG00000121335;PRB2;12p13.2;12
ENSG00000197870;PRB3;12p13.2;12
ENSG00000230657;PRB4;12p13.2;12
ENSG00000198901;PRC1;15q26.1;15
ENSG00000258725;PRC1-AS1;15q26.1;15
ENSG00000143294;PRCC;1q23.1;1
ENSG00000214140;PRCD;17q25.1;17
ENSG00000137509;PRCP;11q14.1;11
ENSG00000232556;PRCPP1;2q11.2;2
ENSG00000057657;PRDM1;6q21;6
ENSG00000170325;PRDM10;11q24.3;11
ENSG00000019485;PRDM11;11p11.2;11
ENSG00000130711;PRDM12;9q34.12;9
ENSG00000112238;PRDM13;6q16.2;6
ENSG00000147596;PRDM14;8q13.3;8
ENSG00000141956;PRDM15;21q22.3;21
ENSG00000142611;PRDM16;1p36.32;1
ENSG00000177133;PRDM16-DT;1p36.32;1
ENSG00000116731;PRDM2;1p36.21;1
ENSG00000110851;PRDM4;12q23.3;12
ENSG00000258136;PRDM4-AS1;12q23.3;12
ENSG00000138738;PRDM5;4q27;4
ENSG00000061455;PRDM6;5q23.2;5
ENSG00000126856;PRDM7;16q24.3;16
ENSG00000152784;PRDM8;4q21.21;4
ENSG00000164256;PRDM9;5p14.2;5
ENSG00000117450;PRDX1;1p34.1;1
ENSG00000167815;PRDX2;19p13.13;19
ENSG00000165672;PRDX3;10q26.11;10
ENSG00000234701;PRDX3P3;13q13.3;13
ENSG00000123131;PRDX4;Xp22.11;X
ENSG00000126432;PRDX5;11q13.1;11
ENSG00000117592;PRDX6;1q25.1;1
ENSG00000203739;PRDX6-AS1;1q25.1;1
ENSG00000138073;PREB;2p23.3;2
ENSG00000255874;PRECSIT;13q34;13
ENSG00000169230;PRELID1;5q35.3;5
ENSG00000217325;PRELID1P1;6q22.32;6
ENSG00000230748;PRELID1P7;1q23.3;1
ENSG00000186314;PRELID2;5q32;5
ENSG00000141391;PRELID3A;18p11.21;18
ENSG00000101166;PRELID3B;20q13.32;20
ENSG00000231108;PRELID3BP11;9p24.1;9
ENSG00000271242;PRELID3BP2;13q14.3;13
ENSG00000251163;PRELID3BP4;5p12;5
ENSG00000251656;PRELID3BP5;5p12;5
ENSG00000270741;PRELID3BP8;5q23.1;5
ENSG00000188783;PRELP;1q32.1;1
ENSG00000085377;PREP;6q21;6
ENSG00000138078;PREPL;2p21;2
ENSG00000124126;PREX1;20q13.13;20
ENSG00000046889;PREX2;8q13.2;8
ENSG00000180644;PRF1;10q22.1;10
ENSG00000186652;PRG2;11q12.1;11
ENSG00000156575;PRG3;11q12.1;11
ENSG00000116690;PRG4;1q31.1;1
ENSG00000111215;PRR4;12p13.2;12
ENSG00000231887;PRH1;12p13.2;12
ENSG00000275778;PRH1-PRR4;12p13.2;12
ENSG00000134551;PRH2;12p13.2;12
ENSG00000139174;PRICKLE1;12q12;12
ENSG00000163637;PRICKLE2;3p14.1;3
ENSG00000241111;PRICKLE2-AS1;3p14.1;3
ENSG00000226017;PRICKLE2-AS3;3p14.1;3
ENSG00000244564;PRICKLE2-DT;3p14.1;3
ENSG00000012211;PRICKLE3;Xp11.23;X
ENSG00000278224;PRICKLE4;6p21.1;6
ENSG00000198056;PRIM1;12q13.3;12
ENSG00000146143;PRIM2;6p11.2;6
ENSG00000283453;PRIM2BP;6q11.1;6
ENSG00000175785;PRIMA1;14q32.12;14
ENSG00000164306;PRIMPOL;4q35.1;4
ENSG00000132356;PRKAA1;5p13.1;5
ENSG00000162409;PRKAA2;1p32.2;1
ENSG00000111725;PRKAB1;12q24.23;12
ENSG00000131791;PRKAB2;1q21.1;1
ENSG00000072062;PRKACA;19p13.12;19
ENSG00000142875;PRKACB;1p31.1;1
ENSG00000165059;PRKACG;9q21.11;9
ENSG00000181929;PRKAG1;12q13.12;12
ENSG00000106617;PRKAG2;7q36.1;7
ENSG00000242048;PRKAG2-AS2;7q36.1;7
ENSG00000115592;PRKAG3;2q35;2
ENSG00000108946;PRKAR1A;17q24.2;17
ENSG00000233401;PRKAR1AP1;1p22.1;1
ENSG00000188191;PRKAR1B;7p22.3;7
ENSG00000237181;PRKAR1B-AS1;7p22.3;7
ENSG00000229380;PRKAR1B-AS2;7p22.3;7
ENSG00000114302;PRKAR2A;3p21.31;3
ENSG00000224424;PRKAR2A-AS1;3p21.31;3
ENSG00000005249;PRKAR2B;7q22.3;7
ENSG00000154229;PRKCA;17q24.2;17
ENSG00000166501;PRKCB;16p12.2-p12.1;16
ENSG00000163932;PRKCD;3p21.1;3
ENSG00000171132;PRKCE;2p21;2
ENSG00000228481;PRKCE-AS1;2p21;2
ENSG00000126583;PRKCG;19q13.42;19
ENSG00000027075;PRKCH;14q23.1;14
ENSG00000163558;PRKCI;3q26.2;3
ENSG00000065675;PRKCQ;10p15.1;10
ENSG00000237943;PRKCQ-AS1;10p15.1;10
ENSG00000130175;PRKCSH;19p13.2;19
ENSG00000067606;PRKCZ;1p36.33;1
ENSG00000182873;PRKCZ-AS1;1p36.33;1
ENSG00000226969;PRKCZ-DT;1p36.33;1
ENSG00000184304;PRKD1;14q12;14
ENSG00000105287;PRKD2;19q13.32;19
ENSG00000115825;PRKD3;2p22.2;2
ENSG00000253729;PRKDC;8q11.21;8
ENSG00000185532;PRKG1;10q11.23-q21.1;10
ENSG00000138669;PRKG2;4q21.21;4
ENSG00000251059;PRKG2-AS1;4q21.21;4
ENSG00000185345;PRKN;6q26;6
ENSG00000180228;PRKRA;2q31.2;2
ENSG00000128563;PRKRIP1;7q22.1;7
ENSG00000183943;PRKX;Xp22.33;X
ENSG00000236188;PRKX-AS1;Xp22.33;X
ENSG00000099725;PRKY;Yp11.2;Y
ENSG00000172179;PRL;6p22.3;6
ENSG00000071677;PRLH;2q37.3;2
ENSG00000119973;PRLHR;10q26.11;10
ENSG00000113494;PRLR;5p13.2;5
ENSG00000175646;PRM1;16p13.13;16
ENSG00000122304;PRM2;16p13.13;16
ENSG00000178257;PRM3;16p13.13;16
ENSG00000126457;PRMT1;19q13.33;19
ENSG00000160310;PRMT2;21q22.3;21
ENSG00000185238;PRMT3;11p15.1;11
ENSG00000100462;PRMT5;14q11.2;14
ENSG00000237054;PRMT5-AS1;14q11.2;14
ENSG00000257285;PRMT5-DT;14q11.2;14
ENSG00000198890;PRMT6;1p13.3;1
ENSG00000132600;PRMT7;16q22.1;16
ENSG00000111218;PRMT8;12p13.32;12
ENSG00000164169;PRMT9;4q31.23;4
ENSG00000282961;PRNCR1;8q24.21;8
ENSG00000171864;PRND;20p13;20
ENSG00000171867;PRNP;20p13;20
ENSG00000180259;PRNT;20p13;20
ENSG00000278873;PRO1804;17q24.3;17
ENSG00000228672;PROB1;5q31.2;5
ENSG00000115718;PROC;2q14.3;2
ENSG00000167525;PROCA1;17q11.2;17
ENSG00000101000;PROCR;20q11.22;20
ENSG00000100033;PRODH;22q11.21;22
ENSG00000277196;ENSG00000277196;22q11.21;KI270734.1
ENSG00000250799;PRODH2;19q13.12;19
ENSG00000143125;PROK1;1p13.3;1
ENSG00000163421;PROK2;3p13;3
ENSG00000169618;PROKR1;2p13.3;2
ENSG00000101292;PROKR2;20p12.3;20
ENSG00000007062;PROM1;4p15.32;4
ENSG00000155066;PROM2;2q11.1;2
ENSG00000175325;PROP1;5q35.3;5
ENSG00000100890;PRORP;14q13.2;14
ENSG00000258790;ENSG00000258790;14q13.2;14
ENSG00000162997;PRORSD1P;2p16.1;2
ENSG00000184500;PROS1;3q11.1;3
ENSG00000120685;PROSER1;13q13.3;13
ENSG00000148426;PROSER2;10p14;10
ENSG00000225778;PROSER2-AS1;10p14;10
ENSG00000167595;PROSER3;19q13.12;19
ENSG00000117707;PROX1;1q32.3;1
ENSG00000230461;PROX1-AS1;1q32.3;1
ENSG00000119608;PROX2;14q24.3;14
ENSG00000126231;PROZ;13q34;13
ENSG00000165630;PRPF18;10p13;10
ENSG00000110107;PRPF19;11q12.2;11
ENSG00000264685;PRPF19P1;18q22.1;18
ENSG00000117360;PRPF3;1q21.2;1
ENSG00000105618;PRPF31;19q13.42;19
ENSG00000134748;PRPF38A;1p32.3;1
ENSG00000236582;PRPF38AP2;10p12.33;10
ENSG00000134186;PRPF38B;1p13.3;1
ENSG00000185246;PRPF39;14q21.2;14
ENSG00000249163;PRPF39-DT;14q21.2;14
ENSG00000136875;PRPF4;9q32;9
ENSG00000196504;PRPF40A;2q23.3;2
ENSG00000110844;PRPF40B;12q13.12;12
ENSG00000112739;PRPF4B;6p25.2;6
ENSG00000101161;PRPF6;20q13.33;20
ENSG00000174231;PRPF8;17p13.3;17
ENSG00000135406;PRPH;12q13.12;12
ENSG00000112619;PRPH2;6p21.1;6
ENSG00000147224;PRPS1;Xq22.3;X
ENSG00000229937;PRPS1L1;7p21.1;7
ENSG00000226847;PRPS1P1;2q24.3;2
ENSG00000101911;PRPS2;Xp22.2;X
ENSG00000161542;PRPSAP1;17q25.1;17
ENSG00000141127;PRPSAP2;17p11.2;17
ENSG00000068489;PRR11;17q22;17
ENSG00000126464;PRR12;19q13.33;19
ENSG00000205352;PRR13;12q13.13;12
ENSG00000156858;PRR14;16p11.2;16
ENSG00000183530;PRR14L;22q12.2;22
ENSG00000176532;PRR15;7p14.3;7
ENSG00000167183;PRR15L;17q21.32;17
ENSG00000184838;PRR16;5q23.1;5
ENSG00000176381;PRR18;6q27;6
ENSG00000188368;PRR19;19q13.2;19
ENSG00000204919;PRR20A;13q21.1;13
ENSG00000204918;PRR20B;13q21.1;13
ENSG00000229665;PRR20C;13q21.1;13
ENSG00000227151;PRR20D;13q21.1;13
ENSG00000234278;PRR20E;13q21.1;13
ENSG00000271140;PRR20FP;13q21.1;13
ENSG00000239620;PRR20G;3q21.3;3
ENSG00000212123;PRR22;19p13.3;19
ENSG00000206260;PRR23A;3q23;3
ENSG00000184814;PRR23B;3q23;3
ENSG00000233701;PRR23C;3q23;3
ENSG00000255251;PRR23D1;8p23.1;8
ENSG00000255378;PRR23D2;8p23.1;8
ENSG00000187533;PRR27;4q13.3;4
ENSG00000224383;PRR29;17q23.3;17
ENSG00000264954;PRR29-AS1;17q23.3;17
ENSG00000204576;PRR3;6p21.33;6
ENSG00000186143;PRR30;2p23.3;2
ENSG00000183631;PRR32;Xq25;X
ENSG00000283787;PRR33;11p15.5;11
ENSG00000161992;PRR35;16p13.3;16
ENSG00000183248;PRR36;19p13.2;19
ENSG00000186654;PRR5;22q13.31;22
ENSG00000248405;PRR5-ARHGAP8;22q13.31;22
ENSG00000135362;PRR5L;11p13-p12;11
ENSG00000131188;PRR7;5q35.3;5
ENSG00000203783;PRR9;1q21.3;1
ENSG00000164244;PRRC1;5q23.2;5
